Rk,Name,Age,T,W,L,W-L%,ERA,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Rel▼,Name-additional,H/ip,R/ip,ER/ip,HR/ip,BB/ip,IBB/ip,HBP/ip,SO/ip,WP/ip
365,Joey Krehbiel,30,R,4,4,0.5,3.93,1,55.0,50,26,24,7,19,1,48,3,0,2,231,1.255,8.2,1.1,3.1,7.9,2.53,40%,krehbjo01,0.9090909090909091,0.4727272727272727,0.43636363636363634,0.12727272727272726,0.34545454545454546,0.01818181818181818,0.05454545454545454,0.8727272727272727,0.03636363636363636
366,Davis Martin,26,R,4,6,0.4,4.22,2,79.0,74,40,37,9,25,1,70,4,0,3,335,1.253,8.4,1.0,2.8,8.0,2.8,40%,martida03,0.9367088607594937,0.5063291139240507,0.46835443037974683,0.11392405063291139,0.31645569620253167,0.012658227848101266,0.05063291139240506,0.8860759493670886,0.0379746835443038
367,Dustin May,25,R,4,4,0.5,3.67,1,76.0,62,34,31,9,26,0,76,5,0,2,316,1.158,7.3,1.1,3.1,9.0,2.92,40%,maydu01,0.8157894736842105,0.4473684210526316,0.40789473684210525,0.11842105263157894,0.34210526315789475,0.0,0.06578947368421052,1.0,0.02631578947368421
368,Penn Murfee,29,R,3,2,0.6,3.45,1,60.0,50,25,23,7,18,1,61,2,0,2,247,1.133,7.5,1.1,2.7,9.2,3.39,40%,murfepe01,0.8333333333333334,0.4166666666666667,0.38333333333333336,0.11666666666666667,0.3,0.016666666666666666,0.03333333333333333,1.0166666666666666,0.03333333333333333
369,Félix Bautista,28,R,3,3,0.5,3.1,7,58.0,45,23,20,6,20,1,64,2,0,2,236,1.121,7.0,0.9,3.1,9.9,3.2,39%,bautife01,0.7758620689655172,0.39655172413793105,0.3448275862068966,0.10344827586206896,0.3448275862068966,0.017241379310344827,0.034482758620689655,1.103448275862069,0.034482758620689655
370,Matt Bush,37,R,3,3,0.5,3.88,2,58.0,50,30,25,9,19,1,60,3,0,3,244,1.19,7.8,1.4,2.9,9.3,3.16,39%,bushma01,0.8620689655172413,0.5172413793103449,0.43103448275862066,0.15517241379310345,0.3275862068965517,0.017241379310344827,0.05172413793103448,1.0344827586206897,0.05172413793103448
371,Alexis Díaz,26,R,4,3,0.571,3.0,5,57.0,41,22,19,6,23,1,63,3,0,4,235,1.123,6.5,0.9,3.6,9.9,2.74,39%,diazal03,0.7192982456140351,0.38596491228070173,0.3333333333333333,0.10526315789473684,0.40350877192982454,0.017543859649122806,0.05263157894736842,1.105263157894737,0.07017543859649122
372,Pete Fairbanks,29,R,2,3,0.4,3.21,4,42.0,36,18,15,4,14,0,47,2,0,2,174,1.19,7.7,0.9,3.0,10.1,3.36,39%,fairbpe01,0.8571428571428571,0.42857142857142855,0.35714285714285715,0.09523809523809523,0.3333333333333333,0.0,0.047619047619047616,1.119047619047619,0.047619047619047616
373,J.P. Feyereisen,30,R,3,2,0.6,3.07,2,44.0,33,17,15,4,17,0,42,1,0,2,180,1.136,6.8,0.8,3.5,8.6,2.47,39%,feyerjo01,0.75,0.38636363636363635,0.3409090909090909,0.09090909090909091,0.38636363636363635,0.0,0.022727272727272728,0.9545454545454546,0.045454545454545456
374,Pierce Johnson,32,R,2,3,0.4,3.69,1,39.0,35,17,16,4,15,1,42,1,0,2,164,1.282,8.1,0.9,3.5,9.7,2.8,39%,johnspi01,0.8974358974358975,0.4358974358974359,0.41025641025641024,0.10256410256410256,0.38461538461538464,0.02564102564102564,0.02564102564102564,1.0769230769230769,0.05128205128205128
375,Joel Kuhnel,28,R,3,3,0.5,4.83,1,54.0,54,30,29,7,16,1,52,3,0,2,232,1.296,9.0,1.2,2.7,8.7,3.25,39%,kuhnejo01,1.0,0.5555555555555556,0.5370370370370371,0.12962962962962962,0.2962962962962963,0.018518518518518517,0.05555555555555555,0.9629629629629629,0.037037037037037035
376,Adrián Martinez,26,R,6,6,0.5,4.65,2,89.0,90,50,46,14,30,1,84,4,1,5,384,1.348,9.1,1.4,3.0,8.5,2.8,39%,martiad01,1.0112359550561798,0.5617977528089888,0.5168539325842697,0.15730337078651685,0.33707865168539325,0.011235955056179775,0.0449438202247191,0.9438202247191011,0.056179775280898875
377,Andrés Muñoz,24,R,3,4,0.429,3.26,3,58.0,45,23,21,6,17,1,69,3,0,3,234,1.069,7.0,0.9,2.6,10.7,4.06,39%,munozan01,0.7758620689655172,0.39655172413793105,0.3620689655172414,0.10344827586206896,0.29310344827586204,0.017241379310344827,0.05172413793103448,1.1896551724137931,0.05172413793103448
378,Konnor Pilkington,25,L,3,4,0.429,3.83,2,80.0,72,38,34,9,33,1,74,3,0,2,343,1.313,8.1,1.0,3.7,8.3,2.24,39%,pilkiko01,0.9,0.475,0.425,0.1125,0.4125,0.0125,0.0375,0.925,0.025
379,Tanner Rainey,30,R,2,3,0.4,4.19,5,43.0,38,23,20,6,18,1,46,2,0,2,185,1.302,8.0,1.3,3.8,9.6,2.56,39%,raineta01,0.8837209302325582,0.5348837209302325,0.46511627906976744,0.13953488372093023,0.4186046511627907,0.023255813953488372,0.046511627906976744,1.069767441860465,0.046511627906976744
380,Andrew Bellatti,31,R,3,3,0.5,3.91,2,53.0,49,26,23,6,21,1,59,2,0,2,226,1.321,8.3,1.0,3.6,10.0,2.81,38%,bellaan01,0.9245283018867925,0.49056603773584906,0.4339622641509434,0.11320754716981132,0.39622641509433965,0.018867924528301886,0.03773584905660377,1.1132075471698113,0.03773584905660377
381,Anthony Bender,28,R,2,3,0.4,3.51,3,41.0,35,18,16,5,14,1,41,3,0,2,171,1.195,7.7,1.1,3.1,9.0,2.93,38%,bendean01,0.8536585365853658,0.43902439024390244,0.3902439024390244,0.12195121951219512,0.34146341463414637,0.024390243902439025,0.07317073170731707,1.0,0.04878048780487805
382,Brandon Bielak,27,R,2,2,0.5,4.28,1,40.0,38,21,19,5,15,0,38,3,0,2,173,1.325,8.6,1.1,3.4,8.6,2.53,38%,bielabr01,0.95,0.525,0.475,0.125,0.375,0.0,0.075,0.95,0.05
383,Alex Faedo,27,R,4,6,0.4,4.45,2,87.0,87,46,43,10,33,1,78,3,0,3,377,1.379,9.0,1.0,3.4,8.1,2.36,38%,faedoal01,1.0,0.5287356321839081,0.4942528735632184,0.11494252873563218,0.3793103448275862,0.011494252873563218,0.034482758620689655,0.896551724137931,0.034482758620689655
384,Rony García,25,R,4,3,0.571,4.15,1,65.0,55,32,30,9,20,0,61,3,0,3,268,1.154,7.6,1.2,2.8,8.4,3.05,38%,garciro03,0.8461538461538461,0.49230769230769234,0.46153846153846156,0.13846153846153847,0.3076923076923077,0.0,0.046153846153846156,0.9384615384615385,0.046153846153846156
385,Jimmy Lambert,28,R,2,3,0.4,3.74,1,53.0,48,24,22,6,21,0,50,2,0,3,227,1.302,8.2,1.0,3.6,8.5,2.38,38%,lambeji01,0.9056603773584906,0.4528301886792453,0.41509433962264153,0.11320754716981132,0.39622641509433965,0.0,0.03773584905660377,0.9433962264150944,0.05660377358490566
386,Justin Lawrence,28,R,3,2,0.6,4.69,1,48.0,47,27,25,5,22,1,48,2,0,2,210,1.438,8.8,0.9,4.1,9.0,2.18,38%,lawreju01,0.9791666666666666,0.5625,0.5208333333333334,0.10416666666666667,0.4583333333333333,0.020833333333333332,0.041666666666666664,1.0,0.041666666666666664
387,Colin Poche,29,L,3,3,0.5,4.0,4,54.0,47,27,24,8,19,0,54,2,0,3,229,1.222,7.8,1.3,3.2,9.0,2.84,38%,pocheco01,0.8703703703703703,0.5,0.4444444444444444,0.14814814814814814,0.35185185185185186,0.0,0.037037037037037035,1.0,0.05555555555555555
388,José Quijada,27,L,2,4,0.333,3.94,2,48.0,39,23,21,5,20,2,53,2,0,2,202,1.229,7.3,0.9,3.8,9.9,2.65,38%,quijajo01,0.8125,0.4791666666666667,0.4375,0.10416666666666667,0.4166666666666667,0.041666666666666664,0.041666666666666664,1.1041666666666667,0.041666666666666664
389,Alex Reyes,28,R,3,2,0.6,3.55,5,33.0,27,15,13,4,16,0,35,1,0,2,139,1.303,7.4,1.1,4.4,9.5,2.19,38%,reyesal02,0.8181818181818182,0.45454545454545453,0.3939393939393939,0.12121212121212122,0.48484848484848486,0.0,0.030303030303030304,1.0606060606060606,0.06060606060606061
390,Matt Strahm,31,L,3,3,0.5,3.94,2,48.0,45,24,21,5,17,1,47,4,0,2,207,1.292,8.4,0.9,3.2,8.8,2.76,38%,strahma01,0.9375,0.5,0.4375,0.10416666666666667,0.3541666666666667,0.020833333333333332,0.08333333333333333,0.9791666666666666,0.041666666666666664
391,Blake Treinen,35,R,2,2,0.5,3.34,2,35.0,29,15,13,4,12,0,35,2,0,1,143,1.171,7.5,1.0,3.1,9.0,2.92,38%,treinbl01,0.8285714285714286,0.42857142857142855,0.37142857142857144,0.11428571428571428,0.34285714285714286,0.0,0.05714285714285714,1.0,0.02857142857142857
392,JT Chargois,32,R,3,2,0.6,3.35,1,43.0,37,18,16,5,15,1,40,3,0,1,179,1.209,7.7,1.0,3.1,8.4,2.67,37%,chargjt01,0.8604651162790697,0.4186046511627907,0.37209302325581395,0.11627906976744186,0.3488372093023256,0.023255813953488372,0.06976744186046512,0.9302325581395349,0.023255813953488372
393,Kevin Ginkel,29,R,2,2,0.5,4.19,1,43.0,40,23,20,5,16,0,42,2,0,2,182,1.302,8.4,1.0,3.3,8.8,2.63,37%,ginkeke01,0.9302325581395349,0.5348837209302325,0.46511627906976744,0.11627906976744186,0.37209302325581395,0.0,0.046511627906976744,0.9767441860465116,0.046511627906976744
394,Brandon Hughes,27,L,3,3,0.5,3.5,4,54.0,45,24,21,8,19,1,56,4,0,2,226,1.185,7.5,1.3,3.2,9.3,2.95,37%,hughebr01,0.8333333333333334,0.4444444444444444,0.3888888888888889,0.14814814814814814,0.35185185185185186,0.018518518518518517,0.07407407407407407,1.037037037037037,0.037037037037037035
395,Kirby Snead,28,L,2,2,0.5,4.5,1,48.0,49,26,24,5,19,1,43,2,0,2,210,1.417,9.2,0.9,3.6,8.1,2.26,37%,sneadki01,1.0208333333333333,0.5416666666666666,0.5,0.10416666666666667,0.3958333333333333,0.020833333333333332,0.041666666666666664,0.8958333333333334,0.041666666666666664
396,Matt Brash,25,R,4,3,0.571,3.93,1,55.0,49,26,24,5,24,1,58,2,0,2,235,1.327,8.0,0.8,3.9,9.5,2.42,36%,brashma01,0.8909090909090909,0.4727272727272727,0.43636363636363634,0.09090909090909091,0.43636363636363634,0.01818181818181818,0.03636363636363636,1.0545454545454545,0.03636363636363636
397,Jake Brentz,28,L,2,2,0.5,4.5,1,34.0,31,19,17,4,16,0,36,2,0,3,149,1.382,8.2,1.1,4.2,9.5,2.25,36%,brentja01,0.9117647058823529,0.5588235294117647,0.5,0.11764705882352941,0.47058823529411764,0.0,0.058823529411764705,1.0588235294117647,0.08823529411764706
398,Bryce Elder,24,R,4,5,0.444,3.54,2,84.0,71,35,33,8,30,1,79,4,0,2,352,1.202,7.6,0.9,3.2,8.5,2.63,36%,elderbr01,0.8452380952380952,0.4166666666666667,0.39285714285714285,0.09523809523809523,0.35714285714285715,0.011904761904761904,0.047619047619047616,0.9404761904761905,0.023809523809523808
399,Tony Santillan,26,R,2,2,0.5,3.86,2,42.0,38,20,18,5,17,1,44,4,0,2,181,1.31,8.1,1.1,3.6,9.4,2.59,36%,santito01,0.9047619047619048,0.47619047619047616,0.42857142857142855,0.11904761904761904,0.40476190476190477,0.023809523809523808,0.09523809523809523,1.0476190476190477,0.047619047619047616
400,Blake Taylor,27,L,2,2,0.5,3.65,1,37.0,33,17,15,4,15,1,34,1,0,2,161,1.297,8.0,1.0,3.6,8.3,2.27,36%,taylobl01,0.8918918918918919,0.4594594594594595,0.40540540540540543,0.10810810810810811,0.40540540540540543,0.02702702702702703,0.02702702702702703,0.918918918918919,0.05405405405405406
401,Tanner Banks,31,L,3,2,0.6,3.63,1,52.0,45,25,21,6,18,0,48,2,0,2,215,1.212,7.8,1.0,3.1,8.3,2.67,35%,banksta01,0.8653846153846154,0.4807692307692308,0.40384615384615385,0.11538461538461539,0.34615384615384615,0.0,0.038461538461538464,0.9230769230769231,0.038461538461538464
402,Joe Barlow,27,R,3,2,0.6,3.6,8,45.0,37,21,18,5,16,0,41,3,0,1,189,1.178,7.4,1.0,3.2,8.2,2.56,35%,barlojo01,0.8222222222222222,0.4666666666666667,0.4,0.1111111111111111,0.35555555555555557,0.0,0.06666666666666667,0.9111111111111111,0.022222222222222223
403,Jake Bird,27,R,3,3,0.5,4.22,1,49.0,45,25,23,6,19,1,45,3,0,3,210,1.306,8.3,1.1,3.5,8.3,2.37,35%,birdja01,0.9183673469387755,0.5102040816326531,0.46938775510204084,0.12244897959183673,0.3877551020408163,0.02040816326530612,0.061224489795918366,0.9183673469387755,0.061224489795918366
404,Matt Festa,30,R,3,2,0.6,3.98,2,52.0,46,25,23,7,18,0,53,2,0,2,217,1.231,8.0,1.2,3.1,9.2,2.94,35%,festama01,0.8846153846153846,0.4807692307692308,0.4423076923076923,0.1346153846153846,0.34615384615384615,0.0,0.038461538461538464,1.0192307692307692,0.038461538461538464
405,Codi Heuer,26,R,2,2,0.5,3.94,1,32.0,29,15,14,3,11,1,29,1,0,2,133,1.25,8.2,0.8,3.1,8.2,2.64,35%,heuerco01,0.90625,0.46875,0.4375,0.09375,0.34375,0.03125,0.03125,0.90625,0.0625
406,Luke Jackson,31,R,2,1,0.667,3.48,1,31.0,28,14,12,3,12,1,30,1,0,1,133,1.29,8.1,0.9,3.5,8.7,2.5,35%,jackslu01,0.9032258064516129,0.45161290322580644,0.3870967741935484,0.0967741935483871,0.3870967741935484,0.03225806451612903,0.03225806451612903,0.967741935483871,0.03225806451612903
407,Yunior Marte,28,R,2,2,0.5,4.41,1,49.0,46,26,24,5,19,0,46,4,0,2,211,1.327,8.4,0.9,3.5,8.4,2.42,35%,marteyu01,0.9387755102040817,0.5306122448979592,0.4897959183673469,0.10204081632653061,0.3877551020408163,0.0,0.08163265306122448,0.9387755102040817,0.04081632653061224
408,Sam Moll,31,L,2,2,0.5,3.56,1,48.0,41,21,19,5,19,2,46,3,0,2,203,1.25,7.7,0.9,3.6,8.6,2.42,35%,mollsa01,0.8541666666666666,0.4375,0.3958333333333333,0.10416666666666667,0.3958333333333333,0.041666666666666664,0.0625,0.9583333333333334,0.041666666666666664
409,Packy Naughton,27,L,2,3,0.4,4.24,1,51.0,51,26,24,6,17,1,46,2,0,2,218,1.333,9.0,1.1,3.0,8.1,2.71,35%,naughpa01,1.0,0.5098039215686274,0.47058823529411764,0.11764705882352941,0.3333333333333333,0.0196078431372549,0.0392156862745098,0.9019607843137255,0.0392156862745098
410,Cristopher Sánchez,26,L,3,3,0.5,4.42,2,53.0,49,27,26,6,20,1,50,3,0,1,227,1.302,8.3,1.0,3.4,8.5,2.5,35%,sanchcr01,0.9245283018867925,0.5094339622641509,0.49056603773584906,0.11320754716981132,0.37735849056603776,0.018867924528301886,0.05660377358490566,0.9433962264150944,0.018867924528301886
411,Spencer Turnbull,30,R,4,4,0.5,3.74,1,65.0,57,29,27,6,22,1,60,4,0,2,272,1.215,7.9,0.8,3.0,8.3,2.73,35%,turnbsp01,0.8769230769230769,0.4461538461538462,0.4153846153846154,0.09230769230769231,0.3384615384615385,0.015384615384615385,0.06153846153846154,0.9230769230769231,0.03076923076923077
412,Steven Wilson,28,R,3,3,0.5,3.63,1,52.0,43,23,21,6,18,0,50,3,0,3,217,1.173,7.4,1.0,3.1,8.7,2.78,35%,wilsost02,0.8269230769230769,0.4423076923076923,0.40384615384615385,0.11538461538461539,0.34615384615384615,0.0,0.057692307692307696,0.9615384615384616,0.057692307692307696
413,Sam Coonrod,30,R,2,2,0.5,4.38,1,37.0,35,20,18,4,14,0,36,3,0,2,158,1.324,8.5,1.0,3.4,8.8,2.57,34%,coonrsa01,0.9459459459459459,0.5405405405405406,0.4864864864864865,0.10810810810810811,0.3783783783783784,0.0,0.08108108108108109,0.972972972972973,0.05405405405405406
414,Seranthony Domínguez,28,R,4,4,0.5,3.53,4,51.0,43,22,20,5,19,1,52,2,0,2,211,1.216,7.6,0.9,3.4,9.2,2.74,34%,dominse01,0.8431372549019608,0.43137254901960786,0.39215686274509803,0.09803921568627451,0.37254901960784315,0.0196078431372549,0.0392156862745098,1.0196078431372548,0.0392156862745098
415,Trevor Gott,30,R,3,3,0.5,4.13,1,48.0,42,25,22,7,16,0,45,3,0,1,201,1.208,7.9,1.3,3.0,8.4,2.81,34%,gotttr01,0.875,0.5208333333333334,0.4583333333333333,0.14583333333333334,0.3333333333333333,0.0,0.0625,0.9375,0.020833333333333332
416,Tommy Henry,25,L,5,5,0.5,4.29,2,84.0,78,42,40,12,31,1,75,4,0,4,357,1.298,8.4,1.3,3.3,8.0,2.42,34%,henryto01,0.9285714285714286,0.5,0.47619047619047616,0.14285714285714285,0.36904761904761907,0.011904761904761904,0.047619047619047616,0.8928571428571429,0.047619047619047616
417,Zach Jackson,28,R,3,3,0.5,3.67,2,49.0,39,22,20,4,22,1,54,2,0,4,207,1.245,7.2,0.7,4.0,9.9,2.45,34%,jacksza02,0.7959183673469388,0.4489795918367347,0.40816326530612246,0.08163265306122448,0.4489795918367347,0.02040816326530612,0.04081632653061224,1.1020408163265305,0.08163265306122448
418,Dylan Lee,28,L,4,2,0.667,3.35,1,51.0,44,21,19,6,15,1,52,2,0,1,209,1.157,7.8,1.1,2.6,9.2,3.47,34%,leedy01,0.8627450980392157,0.4117647058823529,0.37254901960784315,0.11764705882352941,0.29411764705882354,0.0196078431372549,0.0392156862745098,1.0196078431372548,0.0196078431372549
419,Jordan Weems,30,R,2,2,0.5,4.6,1,45.0,41,25,23,6,16,1,45,2,0,3,193,1.267,8.2,1.2,3.2,9.0,2.81,34%,weemsjo01,0.9111111111111111,0.5555555555555556,0.5111111111111111,0.13333333333333333,0.35555555555555557,0.022222222222222223,0.044444444444444446,1.0,0.06666666666666667
420,Jorge Alcala,27,R,2,2,0.5,3.66,1,32.0,28,15,13,4,10,0,31,1,0,1,132,1.188,7.9,1.1,2.8,8.7,3.1,33%,alcaljo01,0.875,0.46875,0.40625,0.125,0.3125,0.0,0.03125,0.96875,0.03125
421,Ty Blach,32,L,2,2,0.5,4.59,1,49.0,49,26,25,5,15,1,41,2,0,2,207,1.306,9.0,0.9,2.8,7.5,2.73,33%,blachty01,1.0,0.5306122448979592,0.5102040816326531,0.10204081632653061,0.30612244897959184,0.02040816326530612,0.04081632653061224,0.8367346938775511,0.04081632653061224
422,Ian Gibaut,29,R,2,2,0.5,4.09,1,44.0,42,21,20,5,17,0,45,2,0,1,188,1.341,8.6,1.0,3.5,9.2,2.65,33%,gibauia01,0.9545454545454546,0.4772727272727273,0.45454545454545453,0.11363636363636363,0.38636363636363635,0.0,0.045454545454545456,1.0227272727272727,0.022727272727272728
423,Hunter Harvey,28,R,2,2,0.5,3.52,1,46.0,41,20,18,4,15,0,45,2,0,2,189,1.217,8.0,0.8,2.9,8.8,3.0,33%,harvehu01,0.8913043478260869,0.43478260869565216,0.391304347826087,0.08695652173913043,0.32608695652173914,0.0,0.043478260869565216,0.9782608695652174,0.043478260869565216
424,José Leclerc,29,R,2,3,0.4,3.49,4,49.0,41,21,19,5,18,0,49,3,0,2,205,1.204,7.5,0.9,3.3,9.0,2.72,33%,leclejo01,0.8367346938775511,0.42857142857142855,0.3877551020408163,0.10204081632653061,0.3673469387755102,0.0,0.061224489795918366,1.0,0.04081632653061224
425,Lucas Sims,29,R,2,2,0.5,4.09,2,33.0,28,17,15,4,13,1,37,2,0,1,139,1.242,7.6,1.1,3.5,10.1,2.85,33%,simslu01,0.8484848484848485,0.5151515151515151,0.45454545454545453,0.12121212121212122,0.3939393939393939,0.030303030303030304,0.06060606060606061,1.121212121212121,0.030303030303030304
426,Víctor Arano,28,R,2,2,0.5,4.11,1,46.0,45,25,21,5,15,0,45,3,0,3,198,1.304,8.8,1.0,2.9,8.8,3.0,32%,aranovi01,0.9782608695652174,0.5434782608695652,0.45652173913043476,0.10869565217391304,0.32608695652173914,0.0,0.06521739130434782,0.9782608695652174,0.06521739130434782
427,Jackson Kowar,26,R,2,4,0.333,5.76,1,50.0,54,33,32,7,22,0,49,2,0,3,225,1.52,9.7,1.3,4.0,8.8,2.23,32%,kowarja01,1.08,0.66,0.64,0.14,0.44,0.0,0.04,0.98,0.06
428,Jovani Moran,26,L,2,2,0.5,3.52,1,46.0,38,20,18,4,18,0,50,1,0,2,193,1.217,7.4,0.8,3.5,9.8,2.78,32%,moranjo01,0.8260869565217391,0.43478260869565216,0.391304347826087,0.08695652173913043,0.391304347826087,0.0,0.021739130434782608,1.0869565217391304,0.043478260869565216
429,Kyle Nelson,26,L,2,2,0.5,3.8,1,45.0,39,20,19,4,17,0,41,3,0,1,191,1.244,7.8,0.8,3.4,8.2,2.41,32%,nelsoky01,0.8666666666666667,0.4444444444444444,0.4222222222222222,0.08888888888888889,0.37777777777777777,0.0,0.06666666666666667,0.9111111111111111,0.022222222222222223
430,Robert Suarez,32,R,4,2,0.667,3.31,1,49.0,40,20,18,5,18,0,51,3,0,2,203,1.184,7.3,0.9,3.3,9.4,2.83,32%,suarero01,0.8163265306122449,0.40816326530612246,0.3673469387755102,0.10204081632653061,0.3673469387755102,0.0,0.061224489795918366,1.0408163265306123,0.04081632653061224
431,Mike Baumann,27,R,3,3,0.5,4.33,1,52.0,53,27,25,6,17,0,45,3,0,2,224,1.346,9.2,1.0,2.9,7.8,2.65,31%,baumami01,1.0192307692307692,0.5192307692307693,0.4807692307692308,0.11538461538461539,0.3269230769230769,0.0,0.057692307692307696,0.8653846153846154,0.038461538461538464
432,Jose Cuas,29,R,3,2,0.6,3.89,1,44.0,42,21,19,4,19,1,41,3,0,1,192,1.386,8.6,0.8,3.9,8.4,2.16,31%,cuasjo01,0.9545454545454546,0.4772727272727273,0.4318181818181818,0.09090909090909091,0.4318181818181818,0.022727272727272728,0.06818181818181818,0.9318181818181818,0.022727272727272728
433,Ron Marinaccio,27,R,2,2,0.5,3.26,1,47.0,37,19,17,4,19,0,50,4,0,3,197,1.191,7.1,0.8,3.6,9.6,2.63,31%,marinro01,0.7872340425531915,0.40425531914893614,0.3617021276595745,0.0851063829787234,0.40425531914893614,0.0,0.0851063829787234,1.0638297872340425,0.06382978723404255
434,Adrián Morejón,24,L,4,2,0.667,3.91,1,46.0,41,22,20,6,14,1,43,2,0,1,191,1.196,8.0,1.2,2.7,8.4,3.07,31%,morejad01,0.8913043478260869,0.4782608695652174,0.43478260869565216,0.13043478260869565,0.30434782608695654,0.021739130434782608,0.043478260869565216,0.9347826086956522,0.021739130434782608
435,Mason Thompson,25,R,2,2,0.5,3.6,1,40.0,36,18,16,4,15,0,36,2,0,2,171,1.275,8.1,0.9,3.4,8.1,2.4,31%,thompma02,0.9,0.45,0.4,0.1,0.375,0.0,0.05,0.9,0.05
436,Max Castillo,24,R,2,3,0.4,4.35,1,60.0,54,32,29,8,20,0,58,3,0,2,254,1.233,8.1,1.2,3.0,8.7,2.9,30%,castima03,0.9,0.5333333333333333,0.48333333333333334,0.13333333333333333,0.3333333333333333,0.0,0.05,0.9666666666666667,0.03333333333333333
437,Jonathan Hernández,26,R,3,3,0.5,3.6,2,40.0,35,18,16,4,15,1,38,2,0,2,170,1.25,7.9,0.9,3.4,8.6,2.53,30%,hernajo02,0.875,0.45,0.4,0.1,0.375,0.025,0.05,0.95,0.05
438,Julian Merryweather,31,R,2,3,0.4,4.5,1,42.0,41,23,21,6,14,1,39,2,0,2,180,1.31,8.8,1.3,3.0,8.4,2.79,30%,merryju01,0.9761904761904762,0.5476190476190477,0.5,0.14285714285714285,0.3333333333333333,0.023809523809523808,0.047619047619047616,0.9285714285714286,0.047619047619047616
439,Wyatt Mills,28,R,2,2,0.5,4.39,1,41.0,39,21,20,4,15,1,38,3,0,2,176,1.317,8.6,0.9,3.3,8.3,2.53,30%,millswy01,0.9512195121951219,0.5121951219512195,0.4878048780487805,0.0975609756097561,0.36585365853658536,0.024390243902439025,0.07317073170731707,0.926829268292683,0.04878048780487805
440,Dauri Moreta,27,R,2,2,0.5,4.11,1,46.0,40,23,21,7,15,1,44,3,0,1,191,1.196,7.8,1.4,2.9,8.6,2.93,30%,moretda01,0.8695652173913043,0.5,0.45652173913043476,0.15217391304347827,0.32608695652173914,0.021739130434782608,0.06521739130434782,0.9565217391304348,0.021739130434782608
441,Cole Ragans,25,L,3,5,0.375,4.16,2,80.0,76,40,37,10,28,1,70,3,0,3,341,1.3,8.6,1.1,3.2,7.9,2.5,30%,raganco01,0.95,0.5,0.4625,0.125,0.35,0.0125,0.0375,0.875,0.0375
442,Javier Assad,25,R,4,4,0.5,3.6,2,75.0,68,33,30,8,29,1,69,3,0,2,321,1.293,8.2,1.0,3.5,8.3,2.38,29%,assadja01,0.9066666666666666,0.44,0.4,0.10666666666666667,0.38666666666666666,0.013333333333333334,0.04,0.92,0.02666666666666667
443,Garrett Crochet,24,L,2,2,0.5,3.6,1,30.0,26,13,12,3,11,1,32,1,0,1,128,1.233,7.8,0.9,3.3,9.6,2.91,29%,crochga01,0.8666666666666667,0.43333333333333335,0.4,0.1,0.36666666666666664,0.03333333333333333,0.03333333333333333,1.0666666666666667,0.03333333333333333
444,Caleb Ferguson,26,L,2,2,0.5,3.35,1,43.0,36,18,16,4,16,0,44,2,0,1,182,1.209,7.5,0.8,3.3,9.2,2.75,29%,ferguca01,0.8372093023255814,0.4186046511627907,0.37209302325581395,0.09302325581395349,0.37209302325581395,0.0,0.046511627906976744,1.0232558139534884,0.023255813953488372
445,Matthew Liberatore,23,L,4,4,0.5,4.24,2,70.0,67,35,33,8,26,1,65,3,0,4,302,1.329,8.6,1.0,3.3,8.4,2.5,29%,liberma01,0.9571428571428572,0.5,0.4714285714285714,0.11428571428571428,0.37142857142857144,0.014285714285714285,0.04285714285714286,0.9285714285714286,0.05714285714285714
446,Seth Martinez,28,R,2,2,0.5,3.6,1,45.0,38,19,18,5,16,1,43,2,0,1,187,1.2,7.6,1.0,3.2,8.6,2.69,29%,martise01,0.8444444444444444,0.4222222222222222,0.4,0.1111111111111111,0.35555555555555557,0.022222222222222223,0.044444444444444446,0.9555555555555556,0.022222222222222223
447,Kyle Muller,25,L,4,4,0.5,4.3,2,67.0,59,34,32,7,27,1,66,3,0,6,288,1.284,7.9,0.9,3.6,8.9,2.44,29%,mulleky01,0.8805970149253731,0.5074626865671642,0.47761194029850745,0.1044776119402985,0.40298507462686567,0.014925373134328358,0.04477611940298507,0.9850746268656716,0.08955223880597014
448,Connor Overton,29,R,3,3,0.5,3.69,1,61.0,52,27,25,6,21,0,50,2,0,2,248,1.197,7.7,0.9,3.1,7.4,2.38,29%,overtco01,0.8524590163934426,0.4426229508196721,0.4098360655737705,0.09836065573770492,0.3442622950819672,0.0,0.03278688524590164,0.819672131147541,0.03278688524590164
449,Ryan Pepiot,25,R,5,3,0.625,3.73,2,70.0,60,32,29,9,31,1,72,4,0,2,301,1.3,7.7,1.2,4.0,9.3,2.32,29%,pepiory01,0.8571428571428571,0.45714285714285713,0.4142857142857143,0.12857142857142856,0.44285714285714284,0.014285714285714285,0.05714285714285714,1.0285714285714285,0.02857142857142857
450,John Curtiss,30,R,2,1,0.667,3.66,1,32.0,29,15,13,4,10,0,30,1,0,1,134,1.219,8.2,1.1,2.8,8.4,3.0,28%,curtijo02,0.90625,0.46875,0.40625,0.125,0.3125,0.0,0.03125,0.9375,0.03125
